loss_a,loss_b,epoch,time
0.13512969096501667,0.17012748228179084,1,2026-02-07 18:58:47.731855+00:00
0.11528619560930464,0.11340866913398107,2,2026-02-07 19:03:54.683981+00:00
0.11234520905547672,0.10274385939041773,3,2026-02-07 19:09:02.282612+00:00
0.10675517314010197,0.08859677169058058,4,2026-02-07 19:14:10.095129+00:00
0.10452359586954117,0.08562861094872157,5,2026-02-07 19:19:16.665006+00:00
0.10211672696802351,0.08401194241311816,6,2026-02-07 19:24:30.935870+00:00
0.10222138586971495,0.08150240744153658,7,2026-02-07 19:29:49.707846+00:00
0.10043954326046838,0.07911543356047736,8,2026-02-07 19:34:58.036736+00:00
0.09559858153263728,0.07367411033974754,9,2026-02-07 19:40:05.189316+00:00
0.08701015416118833,0.06488125471605195,10,2026-02-07 19:45:12.785699+00:00
0.08208042891489135,0.06285103142261506,11,2026-02-07 19:50:20.675252+00:00
0.08042819996674856,0.06079885106947687,12,2026-02-07 19:55:28.873849+00:00
0.07798767824967702,0.05867594695753521,13,2026-02-07 20:00:36.211943+00:00
0.07500516437821918,0.057526634418302115,14,2026-02-07 20:05:44.926535+00:00
0.07332505979471736,0.05443691960639424,15,2026-02-07 20:10:52.012430+00:00
0.0714522755311595,0.05332534707254834,16,2026-02-07 20:15:58.562922+00:00
0.0674232078426414,0.051173151847389006,17,2026-02-07 20:21:06.265526+00:00
0.06426729127764702,0.050384140925274955,18,2026-02-07 20:26:14.822349+00:00
0.06248805572589238,0.048286888615952595,19,2026-02-07 20:31:21.356913+00:00
0.05964084977904956,0.04694577890965674,20,2026-02-07 20:36:28.295821+00:00
0.05834875081976255,0.04597143090433545,21,2026-02-07 20:41:37.323555+00:00
0.05721804620491134,0.04363006936179267,22,2026-02-07 20:46:44.599986+00:00
0.05608916285965178,0.04173805187145869,23,2026-02-07 20:51:51.401175+00:00
0.05535251632332802,0.04016852024528715,24,2026-02-07 20:56:59.564119+00:00
0.05419709722201029,0.03989333221481906,25,2026-02-07 21:02:06.620027+00:00
0.05281241451700529,0.038794513303372594,26,2026-02-07 21:07:13.403655+00:00
0.05193352406223615,0.038479210999276904,27,2026-02-07 21:12:20.155954+00:00
0.05145921491914325,0.03703155347870456,28,2026-02-07 21:17:29.931145+00:00
0.0513314001262188,0.036893073618412014,29,2026-02-07 21:22:37.526710+00:00
0.0511849625243081,0.03652528890305095,30,2026-02-07 21:27:45.024429+00:00
0.0510656570063697,0.03605842418968677,31,2026-02-07 21:32:53.482416+00:00
0.05009724552432696,0.03560167435142729,32,2026-02-07 21:38:01.323084+00:00
0.04921764411860042,0.03519268757767147,33,2026-02-07 21:43:08.442421+00:00
0.04991336645351516,0.03550022431545787,34,2026-02-07 21:48:16.085404+00:00
0.04919389661815431,0.03440808018876446,35,2026-02-07 21:53:25.734214+00:00
0.049394126964939965,0.03449328015247981,36,2026-02-07 21:58:32.336236+00:00
0.04872775314582719,0.03394259697861142,37,2026-02-07 22:03:38.168992+00:00
0.04888157415721152,0.033915072033802666,38,2026-02-07 22:08:46.670972+00:00
0.04865521220697297,0.033757316461867755,39,2026-02-07 22:13:54.035919+00:00
0.04864002918203672,0.0334564122888777,40,2026-02-07 22:19:01.023673+00:00
0.04881860176722209,0.03326648251050048,41,2026-02-07 22:24:09.808395+00:00
0.04859458358751403,0.03356122843093342,42,2026-02-07 22:29:18.741954+00:00
0.048126580450269914,0.032851208696762724,43,2026-02-07 22:34:26.050849+00:00
0.047923164632585315,0.03273907255795267,44,2026-02-07 22:39:32.994785+00:00
0.04786320798926883,0.032409906999932396,45,2026-02-07 22:44:41.044565+00:00
0.04743623630868064,0.03294433028333717,46,2026-02-07 22:49:48.582718+00:00
0.047545854697624845,0.031883528903126714,47,2026-02-07 22:54:55.444622+00:00
0.04774906203150749,0.03197445166607698,48,2026-02-07 23:00:03.121099+00:00
0.04711473814315266,0.03171131639016999,49,2026-02-07 23:05:11.779936+00:00
0.04707038190629747,0.03199186628891362,50,2026-02-07 23:10:22.629051+00:00
0.047523989644315506,0.0320205013288392,51,2026-02-07 23:15:33.643594+00:00
